Results_Name,VSPAERO_History
Results_Timestamp,1738612860
Results_Date,2,3,2025
Results_Time,14,1,0
Alpha,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,9.392922799999999840e-05,9.018016700000000411e-05,7.546324400000000657e-05,8.016334400000000584e-05,8.643565600000000285e-05
CDo,9.415415499999999741e-05,9.355135900000000136e-05,9.391828600000000002e-05,9.410624399999999732e-05,9.434818500000000476e-05
CDt,1.349399639999999869e-04,1.790220519999999901e-04,9.241402300000000280e-05,1.011138329999999977e-04,1.087536250000000035e-04
CDtot,1.880833830000000094e-04,1.837315270000000015e-04,1.693815289999999970e-04,1.742695879999999896e-04,1.807838410000000076e-04
CDtott,2.290941179999999883e-04,2.725734120000000010e-04,1.863323090000000028e-04,1.952200760000000126e-04,2.031018100000000083e-04
CFx,1.880833830000000094e-04,1.837315270000000015e-04,1.693815289999999970e-04,1.742695879999999896e-04,1.807838410000000076e-04
CFxi,9.392922799999999840e-05,9.018016700000000411e-05,7.546324400000000657e-05,8.016334400000000584e-05,8.643565600000000285e-05
CFxo,9.415415499999999741e-05,9.355135900000000136e-05,9.391828600000000002e-05,9.410624399999999732e-05,9.434818500000000476e-05
CFy,3.436947700000000060e-05,2.545239999999999834e-07,1.171809999999999956e-07,6.739138999999999582e-06,3.949129000000000184e-06
CFyi,3.561863800000000211e-05,1.034751999999999974e-06,1.104310000000000046e-07,6.709601000000000340e-06,4.055429999999999727e-06
CFyo,-1.249161000000000024e-06,-7.802279999999999903e-07,6.748999999999999752e-09,2.953799999999999953e-08,-1.063009999999999935e-07
CFz,7.932479830000000462e-04,7.686008849999999672e-04,7.711536790000000051e-04,7.663547109999999931e-04,7.667925379999999914e-04
CFzi,7.930167089999999976e-04,7.665471120000000044e-04,7.713776030000000410e-04,7.665333389999999612e-04,7.668555709999999841e-04
CFzo,2.312750000000000113e-07,2.053773000000000030e-06,-2.239239999999999873e-07,-1.786290000000000043e-07,-6.303200000000000485e-08
CL,7.932479830000000462e-04,7.686008849999999672e-04,7.711536790000000051e-04,7.663547109999999931e-04,7.667925379999999914e-04
CLi,7.930167089999999976e-04,7.665471120000000044e-04,7.713776030000000410e-04,7.665333389999999612e-04,7.668555709999999841e-04
CLo,2.312750000000000113e-07,2.053773000000000030e-06,-2.239239999999999873e-07,-1.786290000000000043e-07,-6.303200000000000485e-08
CMx,-2.413977099999999951e-05,-2.603708500000000077e-05,-2.513262399999999954e-05,-3.224228199999999868e-05,-2.707461299999999881e-05
CMxi,-2.479540099999999920e-05,-2.698703699999999882e-05,-2.576559900000000003e-05,-3.296928700000000071e-05,-2.782900799999999924e-05
CMxo,6.556300000000000018e-07,9.499519999999999555e-07,6.329749999999999621e-07,7.270039999999999896e-07,7.543949999999999998e-07
CMy,-2.346163200000000001e-05,-2.756884100000000156e-05,-3.006436000000000026e-05,-2.494629000000000133e-05,-2.457994299999999920e-05
CMyi,-3.119102500000000178e-05,-3.327889200000000230e-05,-3.850580500000000021e-05,-3.331412200000000027e-05,-3.278393600000000148e-05
CMyo,7.729393999999999471e-06,5.710050999999999889e-06,8.441444000000000557e-06,8.367832000000000625e-06,8.203993000000000583e-06
CMz,4.274281199999999960e-05,2.748989999999999789e-07,-8.863560000000000523e-07,7.110615000000000360e-06,4.473562000000000046e-06
CMzi,4.432986000000000115e-05,1.062580999999999898e-06,-8.780500000000000043e-07,7.067932999999999978e-06,4.603034999999999713e-06
CMzo,-1.587048000000000064e-06,-7.876820000000000252e-07,-8.306999999999999542e-09,4.268199999999999799e-08,-1.294730000000000106e-07
CS,3.436947700000000060e-05,2.545239999999999834e-07,1.171809999999999956e-07,6.739138999999999582e-06,3.949129000000000184e-06
CSi,3.561863800000000211e-05,1.034751999999999974e-06,1.104310000000000046e-07,6.709601000000000340e-06,4.055429999999999727e-06
CSo,-1.249161000000000024e-06,-7.802279999999999903e-07,6.748999999999999752e-09,2.953799999999999953e-08,-1.063009999999999935e-07
E,2.131150596149999910e-01,2.074038837130000035e-01,2.509855966439999975e-01,2.333116833009999946e-01,2.165630894870000100e-01
FC_AoA_,0.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,1.000000000000000000e+00
FC_Cref_,1.000000000000000000e+00
FC_Mach_,4.000000000000000083e-02
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+07
FC_Rho_,2.377000000000000206e-03
