# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
8

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,FuselageGeom,0,RUKYRFGLOR,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,26,17
# x,y,z,u,w
2.500000000000000555e-01, 0.000000000000000000e+00, 3.500000000000000333e-02, 2.500000000000000555e-01, 0.000000000000000000e+00, -3.500000000000000333e-02, 2.500000000000000555e-01, -1.488567647080786939e-18, 0.000000000000000000e+00, 2.500000000000000555e-01, -3.243289008066617448e-19, -6.938893903907228378e-18, 1.000000000000000000e+00, 5.000000000000000000e-01, 7.000000000000000666e-02, 1.304429320782587954e-04, 1.304429320782587141e-04, -1.214969006563496085e-20, 1.119454887154684285e-06, 1.119454887154680685e-06, -1.118272115313623382e-22, 3.750410198678487319e-03, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 1.092528956891936631e-01, 1.092528956891936770e-01, 2.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 3.500000000000000333e-02, -0.000000000000000000e+00, 2.500000000000000555e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 2.500000000000000555e-01, 0.000000000000000000e+00, 3.500000000000000333e-02, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
2.540361347868230202e-01, 0.000000000000000000e+00, 3.207656000000000396e-02, 2.540361347868230202e-01, 0.000000000000000000e+00, -3.428343999999999836e-02, 2.540361347868230202e-01, 7.851095185025248682e-19, -1.103440000000011079e-03, 2.540361347868230202e-01, -1.717537890341866933e-20, -1.103439999999990262e-03, 1.000000000000000000e+00, 5.000000000000001110e-01, 6.636000000000000232e-02, 1.111336464192755780e-04, 1.111336464192753747e-04, 1.016732224019231959e-20, 9.041488744888794632e-07, 9.041488744888810514e-07, -5.827029238280662027e-23, 3.370508647193151425e-03, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 1.035717451133555955e-01, 1.035717451133555955e-01, 2.200000000000000178e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 3.207656000000000396e-02, -0.000000000000000000e+00, 2.540361347868230202e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 2.540361347868230202e-01, 0.000000000000000000e+00, 3.207656000000000396e-02, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
2.565930673934114781e-01, 0.000000000000000000e+00, 2.510528000000000759e-02, 2.565930673934114781e-01, 0.000000000000000000e+00, -3.257472000000000145e-02, 2.565930673934114781e-01, -1.204342756537853410e-18, -3.734720000000003870e-03, 2.565930673934114781e-01, -1.751648270590505230e-18, -3.734719999999996931e-03, 1.000000000000000222e+00, 5.000000000000000000e-01, 5.768000000000000904e-02, 7.297971908663270760e-05, 7.297971908663274825e-05, -1.981000032491560735e-21, 5.160781159998068182e-07, 5.160781159998059711e-07, -4.875233692135658815e-23, 2.546438515057925824e-03, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 9.002438604789558818e-02, 9.002438604789558818e-02, 2.399999999999999911e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 2.510528000000000759e-02, -0.000000000000000000e+00, 2.565930673934114781e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 2.565930673934114781e-01, 0.000000000000000000e+00, 2.510528000000000759e-02, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
2.586569326065885077e-01, 0.000000000000000000e+00, 1.678471999999999950e-02, 2.586569326065885077e-01, 0.000000000000000000e+00, -3.053528000000000492e-02, 2.586569326065885077e-01, 3.670038577615352125e-19, -6.875280000000000974e-03, 2.586569326065885077e-01, 6.291700278288772412e-20, -6.875279999999997504e-03, 1.000000000000000000e+00, 4.999999999999998890e-01, 4.732000000000000095e-02, 4.029587958667060207e-05, 4.029587958667059529e-05, 2.191141578351367551e-21, 2.337724780097699930e-07, 2.337724780097703900e-07, 2.062343849608933376e-23, 1.713847450951300503e-03, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 7.385495748589490650e-02, 7.385495748589490650e-02, 2.600000000000000089e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 1.678471999999999950e-02, -0.000000000000000000e+00, 2.586569326065885077e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 2.586569326065885077e-01, 0.000000000000000000e+00, 1.678471999999999950e-02, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
2.612138652131770211e-01, 0.000000000000000000e+00, 9.813440000000008337e-03, 2.612138652131770211e-01, 0.000000000000000000e+00, -2.882656000000000801e-02, 2.612138652131770211e-01, -6.741701300184722004e-19, -9.506559999999998969e-03, 2.612138652131770211e-01, -4.556520066598514422e-19, -9.506560000000009378e-03, 9.999999999999997780e-01, 4.999999999999998890e-01, 3.864000000000001461e-02, 2.194005871313753513e-05, 2.194005871313754191e-05, -7.723499776972074253e-22, 1.039352601852993371e-07, 1.039352601852988474e-07, 8.690068287061626239e-24, 1.142764989178130138e-03, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 6.030759842043491997e-02, 6.030759842043492691e-02, 2.799999999999999822e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 9.813440000000008337e-03, -0.000000000000000000e+00, 2.612138652131770211e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 2.612138652131770211e-01, 0.000000000000000000e+00, 9.813440000000008337e-03, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
2.652500000000000413e-01, 0.000000000000000000e+00, 6.890000000000002893e-03, 2.652500000000000413e-01, 0.000000000000000000e+00, -2.811000000000000651e-02, 2.652500000000000413e-01, -4.961892156935956142e-19, -1.060999999999999791e-02, 2.652500000000000413e-01, 6.368629721696008549e-20, -1.061000000000000137e-02, 9.999999999999997780e-01, 4.999999999999998890e-01, 3.500000000000001027e-02, 1.630536650978235282e-05, 1.630536650978235959e-05, 1.909161506146588366e-21, 6.996593044716776779e-08, 6.996593044716760898e-08, 1.567679476907420090e-23, 9.376025496696220466e-04, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 5.462644784459683156e-02, 5.462644784459683156e-02, 3.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 6.890000000000002893e-03, -0.000000000000000000e+00, 2.652500000000000413e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 2.652500000000000413e-01, 0.000000000000000000e+00, 6.890000000000002893e-03, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
2.923273582666578441e-01, 0.000000000000000000e+00, 6.890000000000002893e-03, 2.923273582666578441e-01, 0.000000000000000000e+00, -2.811000000000000651e-02, 2.923273582666578441e-01, -4.961892156935956142e-19, -1.060999999999999791e-02, 2.923273582666578441e-01, 6.368629721696008549e-20, -1.061000000000000137e-02, 9.999999999999997780e-01, 4.999999999999998890e-01, 3.500000000000001027e-02, 1.630536650978235282e-05, 1.630536650978235959e-05, 1.909161506146588366e-21, 6.996593044716776779e-08, 6.996593044716760898e-08, 1.567679476907420090e-23, 9.376025496696220466e-04, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 5.462644784459683156e-02, 5.462644784459683156e-02, 3.200000000000000178e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 6.890000000000002893e-03, -0.000000000000000000e+00, 2.923273582666578441e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 2.923273582666578441e-01, 0.000000000000000000e+00, 6.890000000000002893e-03, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
3.499057378329158974e-01, 0.000000000000000000e+00, 6.890000000000002026e-03, 3.499057378329158974e-01, 0.000000000000000000e+00, -2.811000000000000304e-02, 3.499057378329158974e-01, -4.961892156935956142e-19, -1.061000000000000658e-02, 3.499057378329158974e-01, -1.621644504033308483e-19, -1.061000000000000311e-02, 1.000000000000000000e+00, 5.000000000000000000e-01, 3.500000000000000333e-02, 1.630536650978235282e-05, 1.630536650978232232e-05, -1.044372807741962436e-21, 6.996593044716776779e-08, 6.996593044716759574e-08, -6.989200720710146136e-24, 9.376025496696219381e-04, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 5.462644784459683156e-02, 5.462644784459683156e-02, 3.399999999999999911e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 6.890000000000002026e-03, -0.000000000000000000e+00, 3.499057378329158974e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 3.499057378329158974e-01, 0.000000000000000000e+00, 6.890000000000002026e-03, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
4.178179382658452901e-01, 0.000000000000000000e+00, 6.890000000000002893e-03, 4.178179382658452345e-01, 0.000000000000000000e+00, -2.811000000000000651e-02, 4.178179382658452345e-01, -4.961892156936096735e-19, -1.060999999999999791e-02, 4.178179382658452345e-01, 6.368629721695537900e-20, -1.061000000000000137e-02, 9.999999999999997780e-01, 4.999999999999998890e-01, 3.500000000000001027e-02, 1.630536650978235282e-05, 1.630536650978235959e-05, 1.909161506146588366e-21, 6.996593044716776779e-08, 6.996593044716760898e-08, 1.567679476907420090e-23, 9.376025496696220466e-04, -1.000000000000000000e+00, -6.697774468503837683e-16, 1.586032892321651693e-15, 5.462644784459683156e-02, 5.462644784459683156e-02, 3.600000000000000089e+00, -1.586032892321651693e-15, 6.697774468503837683e-16, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -6.697774468503837683e-16, 0.000000000000000000e+00, -1.000000000000000000e+00, -1.062289061239925474e-30, 1.586032892321651693e-15, 0.000000000000000000e+00, 6.890000000000665557e-03, -2.798450319399891310e-16, 4.178179382658452901e-01, 1.000000000000000000e+00, -1.586032892321651693e-15, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 6.697774468503837683e-16, -1.000000000000000000e+00, -1.062289061239925474e-30, 0.000000000000000000e+00, -1.000000000000000000e+00, -6.697774468503837683e-16, 1.586032892321651693e-15, 0.000000000000000000e+00, 4.178179382658452901e-01, 0.000000000000000000e+00, 6.890000000000002893e-03, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
4.758967591325162783e-01, 0.000000000000000000e+00, 6.890000000000002026e-03, 4.758967591325162783e-01, 0.000000000000000000e+00, -2.811000000000000304e-02, 4.758967591325162783e-01, -4.961892156935956142e-19, -1.061000000000000658e-02, 4.758967591325162783e-01, -1.621644504033308483e-19, -1.061000000000000311e-02, 1.000000000000000000e+00, 5.000000000000000000e-01, 3.500000000000000333e-02, 1.630536650978235282e-05, 1.630536650978232232e-05, -1.044372807741962436e-21, 6.996593044716776779e-08, 6.996593044716759574e-08, -6.989200720710146136e-24, 9.376025496696219381e-04, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 5.462644784459683156e-02, 5.462644784459683156e-02, 3.799999999999999822e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 6.890000000000002026e-03, -0.000000000000000000e+00, 4.758967591325162783e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 4.758967591325162783e-01, 0.000000000000000000e+00, 6.890000000000002026e-03, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
5.039749999999999508e-01, 0.000000000000000000e+00, 6.890000000000002893e-03, 5.039749999999999508e-01, 0.000000000000000000e+00, -2.811000000000000651e-02, 5.039749999999999508e-01, -4.961892156935956142e-19, -1.060999999999999791e-02, 5.039749999999999508e-01, 6.368629721696008549e-20, -1.061000000000000137e-02, 9.999999999999997780e-01, 4.999999999999998890e-01, 3.500000000000001027e-02, 1.630536650978235282e-05, 1.630536650978235959e-05, 1.909161506146588366e-21, 6.996593044716776779e-08, 6.996593044716760898e-08, 1.567679476907420090e-23, 9.376025496696220466e-04, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 5.462644784459683156e-02, 5.462644784459683156e-02, 4.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 6.890000000000002893e-03, -0.000000000000000000e+00, 5.039749999999999508e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 5.039749999999999508e-01, 0.000000000000000000e+00, 6.890000000000002893e-03, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
5.102618661013129664e-01, -1.329045985261388774e-19, 5.609286361778230423e-03, 5.102618661013129664e-01, -5.551115123125791244e-20, -2.682928636177823317e-02, 5.102618661013129664e-01, -4.959265540464354123e-19, -1.061000000000000137e-02, 5.102618661013129664e-01, -1.410221611466368757e-19, -1.061000000000000137e-02, 9.999999999999997780e-01, 5.000000000000000000e-01, 3.243857272355646360e-02, 1.296254030184544006e-05, 1.296254030184544514e-05, 1.570934666619185368e-21, 5.152671810265797605e-08, 5.152671810265795620e-08, 1.122268468544082302e-23, 8.046218685136337801e-04, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 5.060454439464825982e-02, 5.060454439464825982e-02, 4.200000000000000178e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 2.385846256382262785e-18, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -2.385846256382262785e-18, -0.000000000000000000e+00, 0.000000000000000000e+00, 5.609286361778230423e-03, -1.195217036589142118e-19, 5.102618661013129664e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.385846256382262785e-18, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -2.385846256382262785e-18, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 5.102618661013129664e-01, -1.329045985261388774e-19, 5.609286361778230423e-03, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
5.162699374356430893e-01, -3.987137955784164154e-19, 2.347859085334685382e-03, 5.162699374356430893e-01, -1.665334536937736771e-19, -2.356785908533468726e-02, 5.162699374356430893e-01, -9.539423107689441543e-19, -1.060999999999999791e-02, 5.162699374356430893e-01, -7.576289727722862785e-19, -1.061000000000000137e-02, 1.000000000000000000e+00, 5.000000000000000000e-01, 2.591571817066937178e-02, 6.583859039693754649e-06, 6.583859039693760578e-06, -3.891122062660801960e-22, 2.088087279104416115e-08, 2.088087279104412807e-08, 1.353230471096343788e-25, 5.122116234841563856e-04, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 4.037583769383371740e-02, 4.037583769383371046e-02, 4.400000000000000355e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 8.959054900798290588e-18, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -8.959054900798290588e-18, -0.000000000000000000e+00, 0.000000000000000000e+00, 2.347859085334685382e-03, -3.776791971335649181e-19, 5.162699374356430893e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 8.959054900798290588e-18, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -8.959054900798290588e-18, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 5.162699374356430893e-01, -3.987137955784164154e-19, 2.347859085334685382e-03, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
5.217870757193163733e-01, -5.980706933676237564e-19, -2.023211371997955463e-03, 5.217870757193163733e-01, -2.498001805406601546e-19, -1.919678862800204555e-02, 5.217870757193163733e-01, -5.508518668792489719e-19, -1.061000000000000137e-02, 5.217870757193163733e-01, -9.585811873482624165e-19, -1.061000000000000137e-02, 1.000000000000000000e+00, 5.000000000000000000e-01, 1.717357725600408835e-02, 1.902895321766795945e-06, 1.902895321766795945e-06, -4.920057642774580550e-23, 3.990007454530913622e-09, 3.990007454530913622e-09, -6.091761640229267222e-25, 2.239021744700481621e-04, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 2.669576973616834617e-02, 2.669576973616834617e-02, 4.599999999999999645e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 2.027943902632190752e-17, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -2.027943902632190752e-17, -0.000000000000000000e+00, 0.000000000000000000e+00, -2.023211371997955463e-03, -6.391002850234173784e-19, 5.217870757193163733e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.027943902632190752e-17, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -2.027943902632190752e-17, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 5.217870757193163733e-01, -5.980706933676237564e-19, -2.023211371997955463e-03, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
5.266011426686598718e-01, -5.316183941045549316e-19, -6.632854552887074324e-03, 5.266011426686598718e-01, -2.220446049250314090e-19, -1.458714544711292409e-02, 5.266011426686598718e-01, -2.393185893757392918e-19, -1.060999999999999791e-02, 5.266011426686598718e-01, -2.363738615841209243e-19, -1.060999999999999791e-02, 1.000000000000000222e+00, 5.000000000000000000e-01, 7.954290894225848896e-03, 1.869602797431836184e-07, 1.869602797431835919e-07, -1.771727560657792483e-23, 1.808623694677140524e-10, 1.808623694677146986e-10, -2.473476511610575253e-26, 4.766852342609198469e-05, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 1.231932254793786236e-02, 1.231932254793786409e-02, 4.799999999999999822e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 3.891909326628326489e-17, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -3.891909326628326489e-17, -0.000000000000000000e+00, 0.000000000000000000e+00, -6.632854552887074324e-03, -7.897630790700585142e-19, 5.266011426686598718e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.891909326628326489e-17, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -3.891909326628326489e-17, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 5.266011426686598718e-01, -5.316183941045549316e-19, -6.632854552887074324e-03, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
