Results_Name,VSPAERO_Wrapper
Results_Timestamp,1738945254
Results_Date,2,7,2025
Results_Time,10,20,54
Analysis_Duration_Sec,1.804660000000000082e+02
ResultsVec,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_Polar,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,CpSlice_Wrapper
Results_Name,VSPAERO_History
Results_Timestamp,1738945252
Results_Date,2,7,2025
Results_Time,10,20,52
Alpha,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,1.004491089999999981e-04,8.862472100000000287e-05,7.597422799999999836e-05,8.031565600000000046e-05,8.521495399999999727e-05
CDo,1.959339029999999926e-04,1.947601840000000089e-04,1.948397989999999880e-04,1.952652509999999947e-04,1.953495819999999947e-04
CDt,1.366326749999999886e-04,1.698925460000000060e-04,8.818287399999999443e-05,9.366844600000000514e-05,1.014397109999999938e-04
CDtot,2.963830120000000043e-04,2.833849049999999847e-04,2.708140270000000270e-04,2.755809069999999952e-04,2.805645359999999920e-04
CDtott,3.325665779999999812e-04,3.646527289999999919e-04,2.830226729999999824e-04,2.889336969999999863e-04,2.967892930000000156e-04
CFx,2.963830120000000043e-04,2.833849049999999847e-04,2.708140270000000270e-04,2.755809069999999952e-04,2.805645359999999920e-04
CFxi,1.004491089999999981e-04,8.862472100000000287e-05,7.597422799999999836e-05,8.031565600000000046e-05,8.521495399999999727e-05
CFxo,1.959339029999999926e-04,1.947601840000000089e-04,1.948397989999999880e-04,1.952652509999999947e-04,1.953495819999999947e-04
CFy,1.474817000000000096e-06,-6.657659999999999544e-07,-1.822977999999999980e-06,2.086418999999999937e-06,2.309721000000000040e-06
CFyi,1.602544000000000059e-06,-3.213859999999999901e-07,-1.860111999999999895e-06,2.064115000000000057e-06,2.277563000000000050e-06
CFyo,-1.277279999999999907e-07,-3.443809999999999919e-07,3.713400000000000019e-08,2.230500000000000021e-08,3.215800000000000248e-08
CFz,7.318731480000000228e-04,7.184129630000000337e-04,7.082000319999999559e-04,7.143504210000000418e-04,7.133259700000000323e-04
CFzi,7.327627260000000014e-04,7.192149049999999912e-04,7.081131930000000027e-04,7.147023160000000406e-04,7.135698849999999854e-04
CFzo,-8.895779999999999471e-07,-8.019419999999999953e-07,8.683799999999999977e-08,-3.518949999999999889e-07,-2.439160000000000250e-07
CL,7.318731480000000228e-04,7.184129630000000337e-04,7.082000319999999559e-04,7.143504210000000418e-04,7.133259700000000323e-04
CLi,7.327627260000000014e-04,7.192149049999999912e-04,7.081131930000000027e-04,7.147023160000000406e-04,7.135698849999999854e-04
CLo,-8.895779999999999471e-07,-8.019419999999999953e-07,8.683799999999999977e-08,-3.518949999999999889e-07,-2.439160000000000250e-07
CMx,-2.913189899999999862e-05,-2.646690099999999835e-05,-2.481197400000000118e-05,-2.816057699999999979e-05,-2.834944599999999915e-05
CMxi,-3.002004599999999972e-05,-2.742733800000000144e-05,-2.553101899999999863e-05,-2.896373099999999999e-05,-2.918412999999999937e-05
CMxo,8.881470000000000450e-07,9.604369999999999068e-07,7.190449999999999910e-07,8.031539999999999932e-07,8.346840000000000115e-07
CMy,-3.273625240000000076e-04,-3.078946879999999785e-04,-2.920410719999999745e-04,-3.035046490000000222e-04,-3.008168229999999923e-04
CMyi,-3.509880250000000030e-04,-3.316957379999999934e-04,-3.144098679999999786e-04,-3.265867910000000039e-04,-3.237187169999999740e-04
CMyo,2.362550099999999876e-05,2.380104899999999866e-05,2.236879600000000077e-05,2.308214199999999866e-05,2.290189399999999862e-05
CMz,3.008829000000000055e-06,-4.136149999999999883e-07,-2.775722000000000137e-06,3.904141000000000099e-06,3.969630999999999873e-06
CMzi,3.240730000000000141e-06,1.803860000000000113e-07,-2.846234999999999863e-06,3.879701999999999942e-06,3.923162999999999592e-06
CMzo,-2.319010000000000064e-07,-5.940009999999999732e-07,7.051300000000000414e-08,2.443900000000000132e-08,4.646800000000000290e-08
CS,1.474817000000000096e-06,-6.657659999999999544e-07,-1.822977999999999980e-06,2.086418999999999937e-06,2.309721000000000040e-06
CSi,1.602544000000000059e-06,-3.213859999999999901e-07,-1.860111999999999895e-06,2.064115000000000057e-06,2.277563000000000050e-06
CSo,-1.277279999999999907e-07,-3.443809999999999919e-07,3.713400000000000019e-08,2.230500000000000021e-08,3.215800000000000248e-08
E,1.701495751719999949e-01,1.857858757099999925e-01,2.100822178120000105e-01,2.024418911539999921e-01,1.901986490329999890e-01
FC_AoA_,0.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,1.000000000000000000e+00
FC_Cref_,1.000000000000000000e+00
FC_Mach_,7.279900000000000260e-02
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.714609428060122009e+05
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.000000000000000000e+02
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,0.000000000000000000e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,2.472350626962000142e+00,2.537943596588000172e+00,2.614758179125999948e+00,2.593439161191999798e+00,2.543335998939999953e+00
Mach,7.279900000000000260e-02,7.279900000000000260e-02,7.279900000000000260e-02,7.279900000000000260e-02,7.279900000000000260e-02
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History
Results_Timestamp,1738945252
Results_Date,2,7,2025
Results_Time,10,20,52
